sentence,difficulty
"Although, in this sense, different synthetic reactions can take place independently of living beings, it is customary to designate by this word only the capacity of chlorophyllian plants to assimilate carbon dioxide or carbon dioxide, in light, withformation of organic substances.",C1
You dream of leaving.,A1
"The new father is a modern father, who changes diapers, tells stories, concocts carrot - lawyer - celery puree.",B2
"To run as little as possible, he charged the good abbot Blanès, parish priest of Grianta, to make Fabrice his studies in Latin will continue.",C1
"My brothers and I speak French, Italian and German at home",A1
I take leave today: I am tired and I need rest.,A2
A place a little too noisy especially at the end of the week.,B1
"This reaction is carried out in specialized intracellular organelles, chloroplasts, carrying photoreceptor pigments, such as chlorophylls, carotenoids.",C1
Measures will be taken by the Minister of Oublit,B1
"New houses, frizzy, were surrounded by vegetable gardens where mixed but aligned, vegetables and flowers, cabbage and roses, leeks and gules-de-loup, celery and anemones.",C1
He walks on the old port,B1
"He often explores the possibilities of formatting data and statistics to illustrate a reflection, a point of view or even to denounce the absurdity which consists in translating everything by statistics",C1
Take the example of Roquefort whose manufacture dates back at least to the eleventh century.,B2
We read English poets together;We were walking together.,C2
I gave them the jewelry only after they had paid him.,C2
"I will remain, however, faithful to my usual rule, which consists in granting preference to business whose interest comes less from the savagery of crime than from the ingenuity and the unexpected of the solution.",C2
The dog is man's best friend.,A1
"In the provinces, the centers of secular or clerical administration, the parliament seats groups ecclesiastics and layers educated in considerable number, they copy salons and create local centers, places of exchange of ideas.",C2
Finally he delivered from the appearance of his big pale figure the joyful troop which dared to laugh in his presence.,C1
I'm American.,A1
"An afternoon of June, Fabrice heard a strong cannonade quite distant.",B2
We need to take a break.,A1
"Because of pollution, I have lung cancer.",B1
The worst culprit is here the almost universal practice of dubbing films and television series,C2
"As a rule, the resulting selective exploitation does not result in massive deforestation.",B2
"At the top of the Eiffel Tower, there are antennas that make radio and television programs",B1
"At the end of the meal, he had to fight with a dog to bring back to his mother a bone with a little meat around.",B1
"In bomb scenario mode, terrorists must put a bomb and have it exploded or eliminate all the anti -terrorists.",B2
"Franny Stone and her husband Niall, ornithologist, were at the forefront of the twilight of biodiversity.",C1
"I write to you from France, where I have lived with my family for two months",B1
"Press the ""walking"" button at the bottom right of the machine.",A2
"Once the entrance threshold has been crossed, you can see, in a corner, a pile of dark shoes, then, like a rainbow, a row of mobile phones.",B2
"If you had looked for these files, you would have found them.",B2
"The incidents are arranged and graduated towards the highest point and the effect of the end, which is a capital and decisive event, satisfying all the curiosities awake at the beginning, putting a barrier to the interest, and ending the history so completely.",B2
"She arrived injured in the medical consultation, but smiling.",B2
She arrived on the start of the school year on September 5.,A2
I don't know.,A1
Would you like to go to the beach this afternoon to look for shells?,A2
"Finally, these pedagogies which can spread without institutional control, without coherence also between teachers?",C2
