sentence,difficulty
"Les partisans de la diminution de leur part consomment moins, de moins travailler et de profondeur les modes de vie et en particulier notre consommation.",C2
"Les médias, les entreprises, les municipalités, les écologistes invitent de plus en plus les citoyens à utiliser leurs vélos pour circuler dans les grandes villes.",B2
"Les sentiments de l'homme sont confus et mélangés; ils se composent d'une multitude de diverses impressions qui échappent à l'observation; et la parole, toujours trop grossière et trop générale, peut être utilisée pour les déguiser, mais ne sert jamais à les définir.",B2
"Ovoïde et gonflé avec des baleines, il a commencé avec trois saucisses circulaires; puis alterné, séparé par une bande rouge, des diamants en velours et des cheveux de lapin; alors est venu un sac de sac qui s'est terminé avec un polygone en carton, recouvert de broderies de tâches compliquées, et à partir dequi pendait, après un cordon trop mince, un petit écrasement d'or, le gland inof.",C2
Elle ne manque pas de dynamisme,B1
L'objectif est de permettre aux candidats du baccalauréat d'utiliser Internet pendant les tests.,B2
Je vous souhaite aussi tout le meilleur pour cette nouvelle année!,B1
"Les camarades établis entre les voyageurs s'avèrent parfois lourds et Kassák finit par se mettre en colère contre son premier acolyte, le sculpteur Gödrös, dont la mauvaise maîtrise de l'allemand l'agile.",C2
"La communication numérique permettrait également d'acquérir instantanément, par des goûts, des retweets et d'autres notifications, des signes de reconnaissance des autres aidant à répondre aux besoins personnels et sociaux liés à la construction d'une image de soi enrichissante.",C2
"Ce soir, nous ne faisons pas la fête parce que nous devons nous lever tôt.",A2
"Pour moi, les médecins et les infirmières sont des héros sans costume",A2
J'ai mal à la tête.,A1
"En outre, le concept d'architectes d'Echelle constitue un outil d'enquête pour remettre en question la représentation architecturale du point de vue de la conception.",C2
"La première critique sera de remarquer que Lafcadio repose son acte sur les signes externes, en l'occurrence l'apparence ou la non-apparition d'un incendie à la campagne",C2
À bientôt !,A1
"Pour compenser les pertes d'eau par transpiration, vous devez vous réhydrater en continu: dans le désert, il peut être nécessaire de boire jusqu'à 10 litres d'eau par jour.",B2
Et j'ai appris par moi-même sur YouTube.,A1
Nous sommes dans un monde immédiat,A2
"Si j'étais plus attirant, tous les garçons deviendraient fou de mon charme captivant.",B2
Vincent est à la recherche d'une idée cadeau pour le départ de son collègue de bureau,A2
"De la première scène, il a excité.",B2
Cette époque était un massacre pour les marques historiques des motos.,C1
Je suis allé au poste quand j'ai rencontré mon cousin et son mari.,A2
Je suis actuellement en vacances en Alsace,B1
J'ai postulé le mois dernier mais ma candidature n'a pas été conservée.,B1
"Il y en avait un qui était un compartiment haut divisé en cent petits vitraux rectangulaires où le bleu dominait, comme un grand jeu de cartes comme celles qui devaient distraire le roi Charles VI; mais soit qu'un rayon avait brillé, soit que mon regard avaitse déplaçant à travers le toit en verre, à son tour éteint et renforcé, un feu émouvant et précieux, le moment selon lui avait pris le décalage de la paon de la pavé, puis elle a tremblé et a salué une pluie flamboyante et fantastique qui coulait du sommet du sommet deLa voûte sombre et rocheuse, le long des murs humides, comme si elle se trouvait dans la nef de certaines grottes irisées de Stalactites qui ont sifflé mes parents, qui portaient leur paroissien; un instant après les petits vitraux en diamant avait pris la transparence profonde, les insurgalesde saphirs qui auraient été juxtaposés à un immense pectoral, mais derrière lequel nous nous sentons plus aimés que toutes ces richesses, un sourire momentané de soleil; il était aussi reconnaissable dans le flux bleu et doux dont il baignait les précieuses pierres que sur lePavillon de l'endroit ou de la paille sur le marché; et, même à notre premier dimanche lorsque nous sommes arrivés avant Pâques, il m'a consolé que la terre était encore nue et noire, par florissante, comme dans une printemps historique et qui était daté des successeurs des successeurs des successeurs des successeursSaint Louis, ce tapis éblouissant et doré de Myosotis.",C2
Une indemnité versée aux cyclistes utilisant leur vélo pour aller au travail permet de réduire le coût de l'achat du vélo et de participer aux coûts d'entretien.,B2
Quel est ton numéro de téléphone ?,A1
Pas un seul villageois ne s'échappe.,A2
"Et, en tournant à gauche, ils sont entrés dans une sorte de jardin couvert, que deux grandes fontaines de mauvais goût ont rafraîchi.",B2
"Une indemnité versée aux cyclistes utilisant leur vélo pour aller au travail permet de réduire le coût de l'achat du vélo et de participer aux coûts de maintenance, spécifie Olivier Schneider, président du Fub qui invite à ne pas voir l'appareil comme l'après-privile donné àLes cyclistes, mais comme moyen de mettre le vélo sur un pied d'égalité avec d'autres modes de transport.",B2
C'est scandaleux !,A1
"En tout, seize chansons interprétées sur une scène où une terrasse de café parisienne a été reconstruite.",B2
Les enfants et les adolescents de certains districts sont sous surveillance étroite.,B1
Il pleut et j'attends le bus,A1
"Albert et Folio sont satisfaits de leurs maîtres, Jules et Alice. Mais aujourd'hui, il y a un problème.",A2
"Il l'a suivi, balayé par les vagues.",B1
Je suis très belle.,A1
Les valeurs de tolérance augmentent clairement et la xénophobie est en diminution significative.,B2
Le coût de la liberté reste un mystère: pourquoi l'ouverture d'une chambre d'amis reste le premier fantasme des Français qui souhaitent changer leur vie?,B1
"Les différences masculines restent ""particulièrement marquées"" parmi les plus jeunes: 50% des femmes âgées de 16 à 24dans cette classe d'âge.",C1
Vous ne pouvez pas connaître le plaisir que vous lui avez fait.,A2
"La tête et nos yeux s'aimeront et nous sourions tellement à nous aimer nous-mêmes, vous et moi, et la gloire à Dieu.",C2
"Les démocrates ont une très courte majorité dans la chambre haute, avec 50 sénateurs contre 50 républicains.",B2
C'est peut-être à la maison.,A1
Il est temps de retirer votre manteau et votre parapluie!,A1
Il fait très chaud ce matin à la plage.,A1
Les randonneurs sont rares et souvent pauvres.,B2
Sa structure physique actuelle signifie que toutes les opérations sont basées sur la logique binaire et les nombres formés à partir de chiffres binaires.,C1
Nous vivons dans une jolie maison avec un grand jardin.,A1
"Pour survivre à la guerre, vous devez devenir la guerre.",B1
Les condes sont arrivés et ont pris ma ganja,B2
"Après avoir identifié les inconvénients de la robotation, je vais exposer ses avantages.",B2
"Hier, la question aurait semblé absurde, comme la cause semblait entendue.",C1
Vous avez un rendez-vous avec le dentiste.,A1
"Lorsqu'un cinéaste adapte un livre au cinéma, il donne sa propre vision de ce livre.",B2
Je rentre chez moi à 19 h.,A1
C'est une chance pour lui: il gagnera un peu plus d'argent.,A1
Quelle est votre profession ?,A1
"Mon alarme sonne à six heures, je reviens à un quart d'heure et je me lève vers sept heures moins par trimestre",A1
"""Mon fils, allergique à la pollution, a fait une terrible crise d'asthme"", se souvient-elle.",B1
"Accusé de vol, l'homme a fini par admettre qu'il était coupable.",B1
Je les ai abandonnés le jour où j'ai commencé à garder les cahiers d'été de mes enfants et à créer des jeux avec eux,C2
"Quinquas aux prises avec l'inconfort de la ménopause, Monique Barbery, 52 ans, gynécologue, voit beaucoup dans son bureau parisien.",C1
"À la fin de la matinée, Djengo, un jeune chien d'un an et demi, est au travail.",B1
"Trois hommes et une femme ont été tués lors d'un rassemblement anti-coupment de l'État dans la ville de Monywa (centre), ont déclaré des sources médicales à l'AFP.",C1
Je me sens très bien dans ma nouvelle maison!,A2
L'assujettissement illimité affecte les personnes domiciliées ou séjournant en Suisse et concerne le revenu mondial.,B2
"Si ce roman de détective avait été plus captivant, je l'aurais terminé sans hésitation.",B2
"Si nous comparons notre temps à la fin de l'Empire romain, nous aurons une impression identique.",C2
"Il existe des exemples dans le livre ""Le droit informatique sans ordinateur"", disponible gratuitement, qui propose un catalogue d'exercices et d'activités d'éveil déconnectés de l'école primaire.",C2
"Les classes préparatoires scientifiques, littéraires et commerciales, étendues à l'ensemble du territoire national, constituent un passage obligatoire pour leurs compétitions.",C2
Victoire en 1906: La loi du 13 juillet établit une trêve obligatoire du dimanche.,C2
"Plus qu'un changement d'entreprise, c'est un changement de vie à laquelle ces individus aspirent.",B1
"Il est tard, je rentre chez moi.",A1
Elle est plus jolie que celle que j'avais auparavant.,A2
Où allez-vous Madame?,A1
"L'absence d'ivresse fait les classes les plus basses de Constantinople, et les orientaux ont une dignité naturelle inconnue avec nous.",C1
"Ainsi, le genre est un déterminant de la santé à considérer en association avec d'autres déterminants sociaux tels que la condition socio-économique, l'âge ethnique ou l'appartenance, en vue de l'intersectionnalité pour décrire cette interaction de différentes caractéristiques.",C2
Toute cette chaleur était basée sur moi et s'est opposée à mon avance.,C1
Cet exemple du philosophe Jean-Michel Besnier indique un chemin pour méditer sur la nature des tâches que l'homme de chair ne peut pas configurer ses créatures de fer sans dommage.,C2
"À l'origine, Bergmann et Sams, qui ont vraiment introduit la méthode, ont travaillé avec des capsules vidéo, alors ce qui suppose un enregistrement.",C2
Je reste en famille.,A1
"Mon frère Patrice est plus jeune que moi, il va à l'école des petits.",A1
Il y a un nouveau médicament pour traiter les problèmes cardiaques.,B1
Cette thèse concerne l'étude de la rétrocyclocaté de l'oxazolidine conduisant à la Yle réactive spécialisée de l'azométhine.,C2
La nullité des Français dans les langues étrangères et en particulier en anglais est prouvée,C2
"En 2020, le compte courant classique s'est imposé comme le produit d'épargne préféré des Français.",C1
"L'homme du peuple est désigné par son prénom, à qui toute précision utile est ajoutée: le nom du père, le lieu d'origine, un surnom, le nom du maître pour un artisan, etc.",C2
"Un regard sur la clé, elle est inspirée, elle se projette elle-même",C1
"Les chiffres tirés de l'une des rares enquêtes sur le sujet, réalisées en 2000 (publié en 2001) par l'Institut de recherche sur l'économie de l'éducation (IRÉDU) avec des parents de 2 500 enfants de l'Académie dedijon (Côte-D'or).",C2
Sa vitesse est limitée à 25 km / h et son utilisation est interdite sur les trottoirs.,B2
